   4.6155037e-01	   2.7898015e-01	   2.0660846e-01	   7.4434161e-01	   1.5213253e-01	   2.4764480e-01	   3.0429184e-01	   1.7035576e-01	   1.0474749e+00	   1.1935776e+00	   2.6698689e-01	   8.6268691e-01	   4.0312065e-01	   1.3081885e+00	   8.9047394e-01	   1.8735908e-01	   1.3755035e+00	   1.3581470e+00	   3.4020786e-01	   2.1336899e-01	   8.6420420e-01	   6.6215946e-01	   1.2678149e+00	   4.6289200e-01	   2.0820193e-01	   1.0846750e+00	   2.1726310e-01	   4.3264457e-01	   3.3070213e-01	   2.1088980e-01	   5.8200205e-01	   4.6767264e-01	   7.1201262e-02	   2.3309542e-01	   5.5369682e-01	   1.6523291e-01	   2.2833255e-01	   2.8890502e-01	   2.4809975e-01	   2.5758888e-01	   4.1826648e-01	   6.8415835e-01	   4.7592041e-01	   2.0804674e-01	   6.8263495e-01	   3.9908190e-01	   5.3920408e-01	   4.4301511e-01	   3.9343814e-01	   4.7575246e-01	   3.1424996e-01	   5.3673435e-01	   3.5179236e-01	   3.9882553e-01	   1.5776274e-01	   4.9587191e-01	   2.0537242e-01	   5.8360347e-01	   2.6638818e-01	   3.5047310e-01	   4.3875610e-01	   3.2482381e-01	   6.0426689e-01	   8.4445633e-01	   8.0639139e-01	   5.1144635e-01	   3.6190649e-01	   6.3691108e-01	   2.2556346e-01	   4.9358806e-01	   1.6150695e+00	   9.1462689e-01	   2.6454400e-01	   5.6297104e-01	   1.9923839e+00	   2.1735552e-01	   1.8979544e+00	   1.7489614e-01	   1.9053930e+00	   5.4272678e-01	   2.1989805e-01	   6.4347131e-01	   6.1944890e-01	   4.4227515e-01	   1.7081512e+00	   2.3291956e-01	   1.9619071e+00	   1.3359233e+00	   5.7679829e-01	   5.3724076e-01	   1.4853152e+00	   1.2518279e+00	   3.7769416e-01	   4.8656159e-01	   8.8848164e-02	   1.0814500e-01	   2.1420753e+00	   2.3361855e-01	   1.7546801e-01	   9.9902500e-02	
   6.8515154e-01	   5.6245772e-01	   4.1133646e-01	   7.2691406e-01	   2.6931794e-01	   4.8228342e-01	   6.4775528e-01	   3.6504133e-01	   1.6271691e+00	   1.9829830e+00	   4.6952736e-01	   7.3267968e-01	   6.9197976e-01	   2.2241722e+00	   1.5548410e+00	   2.2366762e-01	   2.3805909e+00	   2.4176780e+00	   8.2247843e-01	   3.4887653e-01	   1.2833217e+00	   1.0392009e+00	   2.2974145e+00	   7.4211662e-01	   8.4776299e-02	   2.0024681e+00	   1.0828631e-01	   6.2060936e-01	   5.9384215e-01	   5.5491217e-02	   1.0511384e-01	   7.2538193e-01	   1.4139483e-01	   2.5501462e-01	   7.2335193e-02	   3.3985741e-01	   1.3330535e-01	   5.1341838e-01	   4.8376652e-01	   8.3229878e-02	   6.8318156e-01	   1.1075630e+00	   9.5933737e-01	   3.4732013e-01	   9.2275105e-02	   9.3760455e-01	   2.1837502e-02	   9.1765577e-01	   6.6018213e-01	   1.0637825e+00	   6.6186466e-01	   1.0665539e+00	   5.9170680e-01	   7.8116810e-01	   3.0328234e-02	   1.1387170e+00	   1.3830832e-01	   2.9372519e-02	   3.7617541e-01	   6.0362556e-01	   8.9335247e-01	   5.7783214e-01	   6.7196486e-02	   6.5943781e-02	   3.5154652e-02	   6.8791855e-02	   7.7492831e-01	   7.0317449e-02	   2.7622934e-01	   1.0196397e+00	   1.0918837e+00	   5.2853823e-02	   3.3362735e-01	   1.2722029e+00	   1.9035010e-01	   2.5542086e-01	   1.1946922e+00	   2.9342954e-01	   1.8836707e-01	   2.2430268e-02	   2.8110321e-01	   1.3219112e+00	   1.2797515e+00	   8.2612093e-02	   1.5616695e-01	   4.4151657e-01	   1.6205585e-01	   1.0244256e+00	   1.2043847e+00	   1.1223868e+00	   1.0237450e-01	   8.6231769e-02	   1.5793662e-02	   1.0311878e+00	   7.6666204e-03	   1.8384910e-01	   1.3141589e+00	   6.3434916e-02	   2.3315375e-01	   2.7754234e-01	
   2.0024790e-01	   9.9046119e-02	   8.9674814e-02	   2.8699112e-01	   8.8436585e-02	   1.1506585e-01	   1.3338710e-01	   1.1609074e-01	   5.4662141e-01	   5.8351623e-01	   2.5417680e-01	   3.3022728e-01	   1.6224926e-01	   6.8562040e-01	   4.6259813e-01	   1.2969343e-01	   7.9544232e-01	   8.3245428e-01	   1.5277138e-01	   1.2449155e-01	   5.1174306e-01	   3.3859746e-01	   7.5732535e-01	   1.9052610e-01	   2.0072864e-01	   6.2402375e-01	   2.3305065e-01	   2.2626216e-01	   1.5961145e-01	   1.2884596e-01	   5.3527300e-01	   2.0908630e-01	   9.4424218e-02	   1.8426737e-01	   5.4550193e-01	   1.9216899e-01	   2.4770301e-01	   1.3235296e-01	   1.3653143e-01	   2.9820497e-01	   2.2740460e-01	   4.1938767e-01	   2.7587939e-01	   1.0938519e-01	   4.5340200e-01	   2.3055434e-01	   5.3546455e-01	   2.4864933e-01	   2.2803846e-01	   2.8313084e-01	   1.7464262e-01	   3.3852503e-01	   2.0224711e-01	   2.5310611e-01	   9.1835396e-02	   2.5181479e-01	   2.8786946e-01	   5.0428484e-01	   8.0586788e-02	   3.4750670e-01	   2.7679307e-01	   2.0526201e-01	   6.1533737e-01	   7.3158348e-01	   6.4681116e-01	   4.1868020e-01	   2.3484961e-01	   4.1439031e-01	   5.3581212e-02	   2.8832914e-01	   2.7400694e+00	   7.3314710e-01	   2.4959593e-01	   2.4682827e-01	   2.3052073e+00	   1.6070749e-01	   2.8412859e+00	   1.2840273e-01	   2.1822213e+00	   4.6334546e-01	   1.8139332e-01	   2.4694408e-01	   2.5623802e-01	   4.5091781e-01	   1.9578494e+00	   1.8889057e-01	   2.2078032e+00	   2.6651661e+00	   2.8499811e-01	   3.2142885e-01	   1.7144188e+00	   1.4123834e+00	   3.4881043e-01	   2.7232203e-01	   8.8375389e-02	   7.4946938e-02	   3.0117000e+00	   2.4084311e-01	   5.2145034e-02	   7.6254923e-02	
   3.9317403e-01	   3.1426921e-01	   1.7965407e-01	   4.7778947e-01	   1.0642154e-01	   2.4000356e-01	   3.4294193e-01	   1.6338204e-01	   1.1120826e+00	   1.3843563e+00	   3.4548429e-01	   5.8657361e-01	   4.7472055e-01	   1.5236365e+00	   9.8845895e-01	   1.4640258e-01	   1.5430613e+00	   1.5024273e+00	   4.1959245e-01	   2.1047437e-01	   8.5089275e-01	   7.2961564e-01	   1.4099633e+00	   4.8913411e-01	   2.6292311e-01	   1.2172032e+00	   2.8422772e-01	   4.5403645e-01	   4.0448845e-01	   2.1931500e-01	   5.3249677e-01	   4.4079119e-01	   1.0746350e-01	   1.8326970e-01	   5.2619904e-01	   2.1932005e-01	   2.7725390e-01	   2.4994100e-01	   2.8848889e-01	   2.3002171e-01	   3.7751250e-01	   7.6165553e-01	   5.3912184e-01	   1.8410224e-01	   4.8910640e-01	   4.6110544e-01	   4.2834921e-01	   5.9792295e-01	   4.7774348e-01	   7.0162857e-01	   3.4123532e-01	   7.3918547e-01	   4.3366398e-01	   5.4070013e-01	   1.8504328e-01	   7.0956865e-01	   2.7998296e-01	   3.3794031e-01	   2.0428118e-01	   4.4303086e-01	   4.5422881e-01	   2.9631453e-01	   4.6751237e-01	   5.3015241e-01	   4.3601400e-01	   3.8556791e-01	   4.0511953e-01	   4.3367728e-01	   1.8843176e-01	   5.0006748e-01	   1.2377681e+00	   5.0608578e-01	   1.6466209e-01	   8.0147806e-01	   1.5206127e+00	   2.0779054e-01	   1.3650246e+00	   2.0880560e-01	   1.4910354e+00	   3.3459770e-01	   1.4546998e-01	   7.9462582e-01	   7.3953407e-01	   3.3806222e-01	   1.3441870e+00	   2.3849789e-01	   1.4263993e+00	   1.0676618e+00	   6.7963608e-01	   6.1678660e-01	   1.1023463e+00	   8.9392039e-01	   2.3068680e-01	   8.5917820e-01	   1.5800383e-01	   9.1672994e-02	   1.4360726e+00	   2.0833059e-01	   1.2254762e-01	   1.0547780e-01	
   5.2266828e-01	   4.3111011e-01	   3.3466639e-01	   5.7672034e-01	   2.4274049e-01	   4.6188368e-01	   5.5085965e-01	   3.2036656e-01	   1.5296670e+00	   1.7085638e+00	   3.7987465e-01	   6.5803883e-01	   6.3633935e-01	   1.9472248e+00	   1.3751796e+00	   1.6966839e-01	   2.0919449e+00	   2.1418454e+00	   6.4508383e-01	   3.3579216e-01	   1.3185907e+00	   9.8765026e-01	   2.0305924e+00	   6.6677653e-01	   3.2716850e-01	   1.7711835e+00	   4.0542040e-01	   6.3944189e-01	   5.6365894e-01	   2.2367822e-01	   4.5492262e-01	   6.4633914e-01	   1.5394861e-01	   2.2470009e-01	   4.2574394e-01	   2.5135184e-01	   4.1526419e-01	   4.0371244e-01	   4.3761982e-01	   2.2102051e-01	   6.0762535e-01	   1.1090350e+00	   6.6479575e-01	   3.1534995e-01	   3.9979026e-01	   6.9581241e-01	   3.4297771e-01	   7.2745152e-01	   6.6143296e-01	   9.2788464e-01	   5.2143004e-01	   9.4464136e-01	   5.0352824e-01	   7.5457725e-01	   1.4192894e-01	   9.8963625e-01	   3.8778677e-01	   2.1046819e-01	   3.2471866e-01	   6.2359813e-01	   6.8029119e-01	   4.9387533e-01	   2.6534016e-01	   3.1687679e-01	   3.0048950e-01	   2.7489181e-01	   6.4552760e-01	   3.2657633e-01	   2.4027975e-01	   8.0048144e-01	   7.7316061e-01	   3.3857683e-01	   2.9578046e-01	   1.0433359e+00	   9.3777950e-01	   2.7018422e-01	   8.9771835e-01	   2.7307385e-01	   8.9062888e-01	   2.7102611e-01	   2.7478285e-01	   1.0416327e+00	   1.0265064e+00	   2.4191201e-01	   7.9650655e-01	   3.6028645e-01	   9.1928694e-01	   5.9785402e-01	   1.0153074e+00	   9.2112386e-01	   6.8196308e-01	   5.2241444e-01	   1.2243881e-01	   7.3019710e-01	   1.2376824e-01	   1.4719696e-01	   9.7285620e-01	   1.4418009e-01	   1.3645177e-01	   2.1385156e-01	
   3.8179284e-01	   2.3087878e-01	   1.3074808e-01	   5.0970843e-01	   9.4454026e-02	   3.2520763e-01	   4.6130347e-01	   1.8115361e-01	   1.5623139e+00	   1.8408563e+00	   3.8981857e-01	   5.9747428e-01	   6.7523851e-01	   2.0989990e+00	   1.4632683e+00	   1.9942690e-01	   2.2722840e+00	   2.3301393e+00	   6.0372594e-01	   3.6637425e-01	   1.3155625e+00	   1.0570590e+00	   2.2187118e+00	   7.0553776e-01	   2.8775953e-01	   1.9196703e+00	   3.6379902e-01	   6.6998795e-01	   6.0795695e-01	   2.2184349e-01	   2.2948247e-01	   6.6910783e-01	   5.7478579e-02	   2.3216101e-01	   2.1357031e-01	   1.8547220e-01	   4.0446097e-01	   5.1260566e-01	   5.0376909e-01	   1.8745066e-01	   6.0523798e-01	   1.1058983e+00	   8.8524594e-01	   3.6572625e-01	   2.4771993e-01	   7.4844661e-01	   1.7042859e-01	   9.2777575e-01	   7.5280467e-01	   1.0206112e+00	   6.1006702e-01	   1.0492041e+00	   5.3758830e-01	   8.9677633e-01	   1.8106416e-01	   1.0753067e+00	   3.6581034e-01	   1.8352655e-01	   3.8395817e-01	   5.7953623e-01	   7.8608869e-01	   5.1239066e-01	   2.0468223e-01	   2.1215869e-01	   1.8942382e-01	   2.1521346e-01	   6.8301236e-01	   2.6130184e-01	   2.6623372e-01	   8.9987262e-01	   1.2314544e+00	   1.9997962e-01	   1.7019936e-01	   1.1183890e+00	   6.9417005e-01	   2.6604728e-01	   1.3784034e+00	   2.7038826e-01	   6.4700521e-01	   1.1919506e-01	   1.4888908e-01	   1.2059267e+00	   1.2714970e+00	   1.4665351e-01	   5.5107517e-01	   3.9139844e-01	   6.3263797e-01	   1.1185390e+00	   1.2638379e+00	   1.0894543e+00	   4.3880084e-01	   3.1066251e-01	   1.5305693e-01	   5.3088678e-01	   1.4932253e-01	   1.4437194e-01	   1.4168088e+00	   1.8057196e-01	   1.9038251e-01	   7.0507869e-02	
   4.8920250e-01	   4.6046660e-01	   3.3530371e-01	   5.1146574e-01	   1.9112827e-01	   4.0829127e-01	   5.6772318e-01	   3.0012012e-01	   1.3713745e+00	   1.5349436e+00	   4.0639596e-01	   5.6074295e-01	   4.9331913e-01	   1.6757396e+00	   1.2328579e+00	   1.8150977e-01	   1.8878234e+00	   2.0316278e+00	   7.3315393e-01	   3.0139191e-01	   1.1716184e+00	   8.9332704e-01	   1.9421324e+00	   5.4078211e-01	   6.2543574e-02	   1.6113514e+00	   6.9607790e-02	   5.7209433e-01	   4.2366903e-01	   6.9256681e-02	   1.2105954e-01	   5.4682867e-01	   1.1259216e-01	   2.6483498e-01	   1.2742996e-01	   2.5904284e-01	   8.9263242e-02	   4.1011631e-01	   3.2636822e-01	   1.7216573e-01	   5.2288766e-01	   1.0120399e+00	   6.6516560e-01	   1.9209411e-01	   1.0554504e-01	   8.5126754e-01	   1.1716600e-01	   6.5934684e-01	   5.0404584e-01	   9.4338066e-01	   5.2032234e-01	   9.4370898e-01	   3.8520729e-01	   6.0261165e-01	   6.2203738e-02	   9.4755072e-01	   1.0890759e-01	   8.3602110e-02	   2.9714380e-01	   5.6134779e-01	   6.5738849e-01	   4.7157432e-01	   9.4518040e-02	   1.2387447e-01	   1.1572464e-01	   1.1652135e-01	   5.9684128e-01	   1.1502120e-01	   2.2266388e-01	   8.3903819e-01	   1.6868960e+00	   1.4207432e-01	   2.9086371e-01	   9.5313329e-01	   3.5696413e-01	   2.9220047e-01	   2.1105162e+00	   2.8190508e-01	   3.5461220e-01	   9.0291045e-02	   2.5969981e-01	   9.8834433e-01	   1.0377343e+00	   1.1312194e-01	   2.8966247e-01	   3.8946614e-01	   3.3098014e-01	   1.3864740e+00	   9.5090723e-01	   8.4600243e-01	   2.0925497e-01	   1.5476846e-01	   6.2147453e-02	   1.0227334e+00	   4.3244709e-02	   1.2199556e-01	   2.5053431e+00	   1.1124039e-01	   7.2434589e-02	   2.1085140e-01	
   4.7279748e-01	   3.6424948e-01	   2.7762093e-01	   5.2973961e-01	   2.6566563e-01	   4.9803360e-01	   6.5889487e-01	   3.0442052e-01	   1.6784048e+00	   2.0184890e+00	   4.7598541e-01	   5.8435212e-01	   6.5951572e-01	   2.3994283e+00	   1.3982142e+00	   2.3821745e-01	   2.6061671e+00	   2.5676134e+00	   7.8146491e-01	   3.2423090e-01	   1.4335461e+00	   9.8058647e-01	   2.2661470e+00	   6.5619785e-01	   1.3425091e-01	   1.8434456e+00	   1.7844093e-01	   6.0157016e-01	   6.7259560e-01	   1.1339443e-01	   5.3305388e-02	   7.0274218e-01	   2.2765147e-01	   2.6610116e-01	   8.6635401e-02	   4.6374412e-01	   1.8826714e-01	   5.4933713e-01	   6.1153974e-01	   8.5434325e-02	   6.9951941e-01	   1.2413360e+00	   1.0658716e+00	   4.4196027e-01	   7.4165821e-02	   8.9078988e-01	   9.0393125e-02	   9.6292929e-01	   7.1380104e-01	   1.1927630e+00	   6.4307194e-01	   1.1812735e+00	   5.9707187e-01	   8.2387940e-01	   7.1791543e-02	   1.2653791e+00	   1.7483287e-01	   7.3910181e-02	   4.3752491e-01	   5.3623413e-01	   9.9937626e-01	   6.0815604e-01	   1.1845042e-01	   1.4050110e-01	   1.0481830e-01	   2.8386966e-02	   7.8652058e-01	   6.8027244e-02	   2.9177229e-01	   9.8726052e-01	   6.5952138e-01	   1.3346988e-01	   3.6020669e-01	   1.3140434e+00	   7.5390712e-02	   3.5244967e-01	   7.3301396e-01	   3.6665800e-01	   6.6252957e-02	   7.6498972e-02	   3.0838418e-01	   1.4625733e+00	   1.4024861e+00	  -3.6074416e-03	   6.7834228e-02	   5.0913784e-01	   1.1293224e-01	   5.4056509e-01	   1.2220007e+00	   1.0431910e+00	   3.9228995e-02	   6.6294133e-02	   6.1480095e-02	   1.0778529e+00	   4.2697285e-02	   1.9787527e-01	   8.6038951e-01	   5.5203011e-02	   2.1122853e-01	   1.2300091e-01	
   2.7716174e-01	   1.8920950e-01	   1.2187590e-01	   3.4347427e-01	   5.3269741e-02	   1.5774875e-01	   2.0338826e-01	   1.2035834e-01	   7.0328975e-01	   7.8985813e-01	   2.3281260e-01	   3.8942837e-01	   2.9898272e-01	   9.0370729e-01	   7.6022089e-01	   1.2143364e-01	   1.0273228e+00	   1.0817048e+00	   2.4930949e-01	   2.1673325e-01	   6.4039679e-01	   5.3176251e-01	   1.0533846e+00	   2.9887564e-01	   3.3859696e-01	   9.3574804e-01	   4.0116066e-01	   3.5422606e-01	   2.7389139e-01	   2.3502720e-01	   5.5777978e-01	   2.7745838e-01	   5.7181310e-02	   1.1958134e-01	   5.3531744e-01	   1.4060461e-01	   4.0288193e-01	   1.6514785e-01	   2.0319898e-01	   2.4476277e-01	   2.5043706e-01	   5.6638569e-01	   3.7469160e-01	   1.4312309e-01	   5.3293079e-01	   2.9729932e-01	   5.3638670e-01	   3.5284873e-01	   2.8228156e-01	   4.2948823e-01	   2.0799068e-01	   4.9087839e-01	   2.7907775e-01	   3.0667301e-01	   1.6171930e-01	   4.5373394e-01	   3.7768042e-01	   4.8378117e-01	   1.3323902e-01	   3.4589027e-01	   3.2739514e-01	   2.1796870e-01	   5.1595531e-01	   6.6647149e-01	   6.6964013e-01	   3.9395547e-01	   2.6354568e-01	   4.6079445e-01	   9.9189269e-02	   3.3881621e-01	   1.8055753e+00	   7.4671177e-01	   1.8609718e-01	   4.6691013e-01	   1.9818238e+00	   1.1905366e-01	   1.9421079e+00	   1.6343962e-01	   1.8956586e+00	   4.9234220e-01	   1.5770020e-01	   4.9076518e-01	   4.7740590e-01	   3.6181971e-01	   1.7194624e+00	   1.9270686e-01	   1.8982648e+00	   1.7731621e+00	   4.4757762e-01	   3.8144936e-01	   1.5216054e+00	   1.2583243e+00	   2.9674551e-01	   5.3438309e-01	   1.1643698e-01	   8.1613598e-02	   2.1073716e+00	   2.3443825e-01	   7.9707762e-02	   8.7951131e-02	
   6.2766200e-01	   5.2369335e-01	   4.2901525e-01	   7.2786037e-01	   3.1846376e-01	   4.6654904e-01	   6.1206192e-01	   3.7376817e-01	   1.9519455e+00	   2.1857496e+00	   5.1272154e-01	   7.6089762e-01	   7.7231991e-01	   2.4849290e+00	   1.7372353e+00	   1.5845619e-01	   2.6794401e+00	   2.7082088e+00	   7.7169747e-01	   4.3331452e-01	   1.6697145e+00	   1.2623218e+00	   2.4822617e+00	   8.3578925e-01	   2.9400689e-01	   2.1488435e+00	   3.6841726e-01	   7.8298503e-01	   6.5606116e-01	   2.1614974e-01	   1.6073150e-01	   7.9113876e-01	   2.3497698e-01	   1.8484189e-01	   1.6192409e-01	   3.4943380e-01	   4.1924767e-01	   4.9145076e-01	   5.0865303e-01	   1.0449422e-01	   6.7878335e-01	   1.4564609e+00	   1.0139888e+00	   3.2335081e-01	   1.5705411e-01	   9.1268547e-01	   1.5119728e-01	   1.0081403e+00	   7.9868770e-01	   1.3438151e+00	   6.5166218e-01	   1.3447949e+00	   6.3174692e-01	   9.4789591e-01	   1.6614811e-01	   1.3674901e+00	   4.2578652e-01	   7.5428243e-02	   3.7357556e-01	   6.8785253e-01	   9.5546683e-01	   5.5618698e-01	   1.2237511e-01	   1.2588468e-01	   1.0039789e-01	   9.4063206e-02	   8.3723718e-01	   1.3367020e-01	   2.9664066e-01	   1.0253772e+00	   9.9918332e-01	   1.1783441e-01	   2.7142889e-01	   1.4080868e+00	   4.2705669e-01	   2.2110748e-01	   1.1235165e+00	   3.2905370e-01	   4.3406632e-01	   1.2400077e-01	   2.5305862e-01	   1.4549543e+00	   1.4114383e+00	   6.3690943e-02	   4.0665180e-01	   4.4406914e-01	   3.7790490e-01	   7.7806125e-01	   1.2903441e+00	   1.1349945e+00	   3.1802492e-01	   2.1920524e-01	   2.8732500e-02	   9.5622292e-01	   1.2735904e-01	   1.2487090e-01	   1.2146232e+00	   7.6610041e-02	   2.1326492e-01	   3.0741179e-01	
